Geography,Wages (1),Type of work,North American Industry Classification System (NAICS) (4),Sex,Age group,Jan-00,Feb-00,Mar-00,Apr-00,May-00,Jun-00,Jul-00,Aug-00,Sep-00,Oct-00,Nov-00,Dec-00,Jan-01,Feb-01,Mar-01,Apr-01,May-01,Jun-01,Jul-01,Aug-01,Sep-01,Oct-01,Nov-01,Dec-01,Jan-02,Feb-02,Mar-02,Apr-02,May-02,Jun-02,Jul-02,Aug-02,Sep-02,Oct-02,Nov-02,Dec-02,Jan-03,Feb-03,Mar-03,Apr-03,May-03,Jun-03,Jul-03,Aug-03,Sep-03,Oct-03,Nov-03,Dec-03,Jan-04,Feb-04,Mar-04,Apr-04,May-04,Jun-04,Jul-04,Aug-04,Sep-04,Oct-04,Nov-04,Dec-04,Jan-05,Feb-05,Mar-05,Apr-05,May-05,Jun-05,Jul-05,Aug-05,Sep-05,Oct-05,Nov-05,Dec-05,Jan-06,Feb-06,Mar-06,Apr-06,May-06,Jun-06,Jul-06,Aug-06,Sep-06,Oct-06,Nov-06,Dec-06,Jan-07,Feb-07,Mar-07,Apr-07,May-07,Jun-07,Jul-07,Aug-07,Sep-07,Oct-07,Nov-07,Dec-07,Jan-08,Feb-08,Mar-08,Apr-08,May-08,Jun-08,Jul-08,Aug-08,Sep-08,Oct-08,Nov-08,Dec-08,Jan-09,Feb-09,Mar-09,Apr-09,May-09,Jun-09,Jul-09,Aug-09,Sep-09,Oct-09,Nov-09,Dec-09,Jan-10,Feb-10,Mar-10,Apr-10,May-10,Jun-10,Jul-10,Aug-10,Sep-10,Oct-10,Nov-10,Dec-10,Jan-11,Feb-11,Mar-11,Apr-11,May-11,Jun-11,Jul-11,Aug-11,Sep-11,Oct-11,Nov-11,Dec-11,Jan-12,Feb-12,Mar-12,Apr-12,May-12,Jun-12,Jul-12,Aug-12,Sep-12,Oct-12,Nov-12,Dec-12,Jan-13,Feb-13,Mar-13,Apr-13,May-13,Jun-13,Jul-13,Aug-13,Sep-13,Oct-13,Nov-13,Dec-13,Jan-14,Feb-14,Mar-14,Apr-14,May-14,Jun-14,Jul-14,Aug-14,Sep-14,Oct-14,Nov-14,Dec-14,Jan-15
Saskatchewan,Average weekly wage rate,Both full- and part-time employees,"Business, building and other support services [55-56]  (6)",Both sexes,15 to 24 years,202.27,220.04,212.48,244.12,302.25,287.34,269.79,293.71,255.54,362.14,313.56,340.18,245.89,266.14,273.22,202.85,225.19,295.85,246.71,267.59,229.73,287.53,261.66,287.15,326.8,323.13,278.47,319.8,342.06,276.4,292.53,303.5,296.54,277.9,259.68,295.83,274.82,296.48,357.61,304.17,290.06,293.02,289.62,320.74,282.68,324.18,332.62,348,364.95,335.37,297.64,339.61,350.14,305.82,276.44,265.9,268.59,275.74,274.44,262.55,245.74,293.58,320.58,321.37,362.62,384.18,356.08,372.75,372.77,395.15,231.14,251.26,287.28,309.87,182.11,212.27,327.8,344.3,334.28,302.32,405.14,369.54,353.99,372.79,322.75,380.84,344.54,361.28,383.41,408.5,394.31,352.34,357.19,337.8,357.19,325.88,340.58,366.39,349.3,319.46,426.81,444.02,472.21,466.31,536.75,469.14,524.67,480.43,449.98,411.35,436.16,413.62,415.1,426.52,510.78,473.43,470.92,351.5,474.36,430.96,436.88,429.88,412.68,404.54,382.82,340.95,488.67,419.62,449.99,300.79,281.04,256.86,371.4,365.76,335.88,526.37,423.7,418.74,380.19,414.07,495.66,489.76,576.83,585.36,467.2,573.55,529,462.11,502.73,452.61,542.84,469.16,535.08,400.15,479.79,570.15,523.21,454.58,407.86,437.58,511.3,497.25,500.94,508.11,639.38,572,664.27,741.28,564.77,511.31,503.2,377.41,424.05,469.01,518.89,619.65,500.24,573.91,426.51,353.86,682.82
Saskatchewan,Average weekly wage rate,Both full- and part-time employees,Educational services [61] ,Both sexes,15 to 24 years,205.2,231.75,224.73,325.78,371.18,417.29,368.24,379.51,327.73,252.55,306.84,289.59,252.42,232.28,215.78,289.87,360.25,449.9,404.87,416.47,409.62,317.99,330.48,249.33,218.73,209.49,223.59,219.63,345.98,416.39,383.69,428.92,301.45,322.02,308.65,235.04,256,222.46,211.86,264.93,343.77,304.8,355.4,421.05,272.85,327.43,284.3,227.41,255.18,287.57,376.47,344.67,340.53,384.41,416.48,408.72,311.89,343.3,332.8,390.78,368.54,283.63,335.42,310.23,442.39,394.9,423.43,435.75,304.3,204.26,200.18,244.16,196.11,305.34,233.54,180.31,332.85,439.49,524.31,492.3,357.1,307.76,328.17,390.51,382.02,378.62,371.61,381.69,460.77,469.22,429.17,389.03,279.15,275.23,252.96,268.91,219.45,247.57,244.91,286.13,450.08,463.43,469.05,472.99,512.05,385.89,403.54,423.85,454.18,327.72,399.85,370.75,465,600.57,426.4,481.32,456.41,450.09,324.83,411.55,538.08,518.6,495.55,528.76,522.16,519.29,491.38,612.11,427.02,403.71,357.02,422.49,342.55,375.48,352.96,431.28,433.92,433.22,486.37,444.87,396.25,379.33,464.91,491.71,452.77,418.76,494.88,457.13,558.58,586.36,605.88,556.82,590.89,540.98,637.63,582.97,697.55,664.95,636.92,508.74,471.43,574.42,488.81,557.14,572.57,636.69,471.86,360.89,417.9,492.71,446.75,372.75,539.52,567.01,473.8,477.06,441.01,549.31,655.62,634.47,481.43
Saskatchewan,Average weekly wage rate,Both full- and part-time employees,Health care and social assistance [62] ,Both sexes,15 to 24 years,292.32,279.2,329.14,347.5,356.79,402.11,419.82,439.83,361.35,347.93,329.99,378.29,370.49,361.2,311.8,359.75,387.92,385.68,343.86,328.17,295.57,248.52,266.92,364.48,364.27,325.06,359.3,416.46,426.85,408.23,385.63,393.39,368.76,345.53,339.14,298.64,279.02,327.31,303.79,348.19,322.38,385.41,351.87,424.16,317.67,340.57,374.67,401.85,422.36,445.07,433.91,431.54,415.22,423.31,447.85,418.79,428.15,358.57,402.9,383.1,455.97,481.59,418.3,404.16,390.64,436.48,422.11,372.84,432.03,472.41,409.97,417,415.46,329.4,396.5,413.03,393.81,349.55,411.03,440.46,440,390.47,434.32,394.98,426.01,409.96,445.88,463.83,431.91,492.81,532.59,572.11,438.54,499.48,456.24,488.03,531.58,528.9,531.29,545.95,554.97,517.87,572.94,540.08,528.59,492.7,481.83,479.42,462.58,465.53,522.48,489.18,516.29,557.46,563.98,512,521.8,463.14,513.56,477.66,580.34,546.56,457.03,508.59,615.21,568.7,593.55,561.96,557.96,546.15,508.12,512.36,493.78,557.7,499.03,501.13,501.46,593.15,686.49,621.37,559.64,576.28,515.11,528.44,529.7,521.77,621.54,717.84,733.15,730.31,763.63,763.55,767.52,777.74,773.42,692.95,709.83,771.41,709.61,576,598.51,611.02,659.95,635.72,675.39,686.3,528.74,524.79,579.93,710.01,594.37,756.96,681.16,796.6,741.98,715.28,650.02,646.59,617.5,654.75,728.08
Saskatchewan,Average weekly wage rate,Both full- and part-time employees,"Information, culture and recreation [51 71] ",Both sexes,15 to 24 years,218.63,204.62,160.54,192.12,235.1,224.29,242.5,219.06,174.23,187.37,174.09,155.81,165.56,189.83,207.77,231.88,244.35,278.96,260.31,243.47,187.72,185.46,178.98,194.03,218.49,181.79,252.47,287.05,227.67,226.95,228.32,251.99,209.81,248.21,271.65,249.25,259.93,257.41,244.93,240.24,280.82,268.09,293.47,318.31,249.27,198.97,178.96,201.58,191.44,233.13,229.91,290.46,257.34,291.66,282.85,280.85,214.5,217.79,262.77,279.71,333.12,314.19,327.83,335.01,310.15,314.13,298.63,313.51,297.83,257.75,262.64,249,221.91,180.27,231.28,288.34,261.5,260.58,340.89,332.4,306.54,287.64,247.03,315.82,225.62,280.98,245.79,267,328.02,329.94,350.33,344.07,295.31,290.21,305.26,277.72,309.88,295.26,296.55,274.52,342.83,324.29,351.46,344.79,327.73,351.46,322.09,324.38,328.8,318.69,303.13,299.93,347.13,405.39,358.82,395.91,306.52,304.92,267.1,243.38,206.4,209.54,234.78,328.12,343.54,365.88,475.72,433.37,356.34,313.88,269.18,279.81,267.79,235.92,265.91,306.32,298.17,317.35,334.91,338.7,327.41,301.09,320.92,311.12,337.8,456.35,524.2,478.54,405.54,399.34,472.05,451.52,327.07,351.08,275.53,265.14,296.6,300.67,328.75,293.67,329.55,350.8,402.63,398.91,375.98,289.48,280.55,244.22,319.19,283.21,247.38,237.42,366,357.07,422.14,512.04,256.89,241.48,197.76,223.83,359.18
Saskatchewan,Average weekly wage rate,Both full- and part-time employees,Accommodation and food services [72] ,Both sexes,15 to 24 years,179.06,184.45,179.87,176.54,177.37,191.52,220.7,222.25,181.66,180.76,193.36,180.49,168.79,173.4,179.58,184.1,190.14,199.24,208.16,209.13,191.65,188.07,188.43,179.16,171.03,165.81,156.58,164.72,179.47,196.31,231.31,221.21,169.53,176.44,179.73,174.45,183.7,188.24,195.34,201.46,213.09,214.41,223.37,244.51,196.63,188.71,185.47,175.55,183.16,194.92,190.37,193.61,219.21,220.78,248.6,203.51,168.91,181.71,173.6,176.03,183.92,191.44,188.98,194.79,203.75,210.87,229.17,244.54,183.71,196.66,198.89,198.03,193.14,177.69,202.4,204.57,228.93,221.28,243.02,253.92,215.02,212,211.19,215.61,220.08,211.97,235.88,260.44,251.47,262.9,270.03,290.79,248.81,235.5,234.91,243.34,246.79,236.86,230.73,239.4,257.71,267.55,289.6,291.37,256.54,257.29,258.84,253.23,250.21,233.06,251.62,264.6,284.54,285.5,318.03,295.82,263.33,263.73,279.98,276.07,263.97,248.4,249.92,239.22,265.58,264.95,286.39,301.02,279.97,272.92,272.47,272.39,260.67,251.17,233.9,226.65,271.21,278.79,322.93,351.34,281.95,265.89,306.72,295.97,285.5,312.2,307.13,292.4,295.33,315.36,357.52,329.85,319.65,288.21,268.83,270.24,266.5,314,302.36,284.94,318.4,323.32,357.11,329.91,296.36,277.75,282.37,253.96,252.84,243.51,253.53,263.42,272.31,302.26,347.01,330.32,262.21,307.13,280.32,272.34,270.19
Saskatchewan,Average weekly wage rate,Both full- and part-time employees,Other services [81] ,Both sexes,15 to 24 years,337.51,341.3,375.6,395.97,401.06,380.55,321.03,315.79,310.28,305.11,272.32,269.56,258.78,279.93,255.1,266.25,296.43,324.49,433.38,308.4,302.76,272.73,267.03,295.1,228.95,198.87,263.69,279.14,301.4,311.09,266.33,320.07,341.75,342.59,343.87,355.52,391.68,341.78,352.76,298.93,364.94,349.6,363.99,383.06,317.76,376.76,336.87,327.42,315.49,365.81,345.67,265.75,314.18,277.59,387.16,385.52,389.39,321.49,346.93,339.54,308.38,285.58,277.87,239.65,275.12,303.09,339.11,319.08,313.38,328.2,356.96,358.9,336.83,372.68,407.76,366.27,374.51,375.83,417.96,410.74,376.07,342.37,329.53,410.16,459.73,309.24,447.18,358.85,366.83,399.96,416.67,390.25,377.13,427.85,464.39,452.21,396.95,358.82,444.92,468.79,420.86,438.74,432.04,407.53,391.38,404.89,348.97,390.83,369.63,415.65,460.1,349.3,380.31,388.27,457.68,511.63,459.07,504.89,463.42,454.63,417.19,366.42,439.64,393.26,452.99,488.39,461.14,508.26,472.97,497.16,536.45,504.04,505.28,522.03,586.05,533,561.3,493.08,445.68,555.96,485.6,411.31,435.53,409.14,495.72,455.4,472.76,470.15,525.07,529.31,508.68,520.92,453.69,516.73,504.58,520.17,441.63,570.23,573.21,499.17,496.94,492.39,506.4,575.33,563.04,536.91,534.96,580.12,566.57,573.64,535.79,629.56,616.69,556.5,609.28,624.12,547.26,492.7,566.88,615.15,576.55
Saskatchewan,Average weekly wage rate,Both full- and part-time employees,Public administration [91] ,Both sexes,15 to 24 years,378.03,385.24,375.96,384.09,448.98,409.17,369.7,389.88,421.99,447.1,414.71,448.49,460.48,393.67,408.85,350.89,399.3,374.86,408.38,418.64,525.01,431.79,429.35,412.33,404.18,363.42,256.12,399.18,435.56,429.42,394.73,418.74,373.9,419.49,464.43,447.47,302.43,329.03,417.06,413.58,390.23,331.72,419.07,434.71,442.07,465.59,420.84,249.39,361.21,307.2,266.51,255.4,474.63,427.19,401.56,389.68,641.01,571.56,576.07,538.52,474.47,456.71,398.88,421.3,474.35,493.04,435.34,377.5,395.52,335.65,388.43,471.7,393.44,499.44,475.98,282.96,562.15,439.92,499.9,449.83,411.28,398.01,436.79,387.55,383.57,372.05,320.98,368.91,369.57,451.97,480.53,493.05,651.06,517.62,532,620.17,634.69,x,663.31,696.91,586.5,524.41,591.13,607.06,699.45,456.53,657.51,653.77,623.35,391.04,578.19,626.54,520.53,559.99,568.56,590.34,578.88,542.84,615.93,593.23,711.51,740.09,682.77,719.16,682.61,643.71,594.59,544.37,675.68,652.3,606,536.46,629.92,541.67,542.95,628.92,557.55,541.73,511.19,486.5,520.87,623.85,662.76,616.53,508.07,601.66,841.77,816.89,763.55,669.7,623.91,591.63,628.92,598.9,466.62,657.76,596.76,700.49,574.54,555.99,653.54,575.51,583.62,646.25,503.52,487.8,703.27,625.75,753.74,706.88,521.9,628.46,650.33,665.45,574.44,662.22,766.96,791.93,996.25,814.28,881.06
Alberta,Average weekly wage rate,Both full- and part-time employees,Agriculture [111-112 1100 1151-1152]  (11),Both sexes,15 to 24 years,258,272.62,185.29,236.46,352.12,324.7,371.68,393.87,343.84,385.78,413.39,356.03,275.93,396.82,266.46,299.49,297.12,279.51,293.96,335.42,272.06,234.98,206.58,226.23,106.87,200.22,273.47,297.19,289.51,265.37,352.2,352.76,379.2,255.39,253.82,254.92,286.3,224.28,272.5,215.59,304.99,321.51,466.98,414.15,407.23,343.84,270.3,236.72,217.43,262.84,160.79,213.37,306.94,265.75,433.99,397.5,261.79,337.68,335.71,388.92,388.14,334.7,343.25,306.01,383.82,405.81,390.76,405.3,712.06,392.65,501.04,384.22,367.52,300.09,435.28,435.97,492.12,433.22,512.55,601.51,691.96,505.07,530.43,432.19,390.6,409.75,285.51,213.69,418.96,452.11,570.48,515.5,512.02,598.18,554.69,513.85,412.08,533.24,324.05,310.79,443.56,474.03,483.8,521.39,533.5,366.59,512.01,472.34,388.88,455.41,x,360.47,374.94,515.13,496.31,480.79,381.88,288.76,380.63,366.54,202.03,x,545.86,x,499,604.7,592.5,569.85,753.96,599.89,529.62,469.38,373.25,366.07,342.99,511.42,483.6,565.44,615.23,557.3,443.33,591.67,465.66,629.19,591.69,541.17,564.21,619.04,519.71,474.19,554.71,625.27,500.29,550.52,453.37,477.87,572.39,646.28,541.2,655.01,617.35,716.41,437.2,560.24,573.95,398.33,717.18,950.86,467.04,633.86,638.91,709.31,766.02,676.69,562.41,405.7,1056.4,540.46,513.13,461.89,668.5
Alberta,Average weekly wage rate,Both full- and part-time employees,"Forestry, fishing, mining, quarrying, oil and gas [21 113-114 1153 2100]  (12,13)",Both sexes,15 to 24 years,875.72,742.9,664.31,582.08,579.52,581.22,611.81,679.15,703.37,640.49,696.12,657.63,752.19,735.09,735.06,691.18,700.31,746.89,795.72,757.32,762.57,838.72,784.05,767.02,972.14,866.9,774.9,720.96,704.42,754.43,694.82,699.81,757.44,764.37,831.06,789.68,899.3,806.88,777.27,696.32,741.78,728.23,706.44,759.59,739.93,820.39,740.68,770.35,788.44,816.98,906.09,734.7,752.8,705.19,698.88,746.31,680.03,691.37,640.65,679,755.02,801.69,968.74,934.77,843.62,783.75,790.14,788.91,863.17,871.59,812.18,990.96,931.48,854.96,883.8,898.56,913.66,927.32,847.38,855.96,843.2,869.24,896.71,951.87,914.7,960.34,1074.32,1022.45,878.63,925.18,923.5,911.58,940,962.97,978.52,911.53,1033.31,1014.75,1036.37,984.21,1001.19,1021.79,1056.8,974.88,1045.49,1055.83,1030.81,1105.25,1067.87,1093.04,1047.9,984.09,922.81,931.07,974.26,972.87,905.9,921.69,1107.15,1140.73,1104.81,959.42,999.33,1037.11,944.01,1042.25,1035.03,1093.04,1082.69,967.45,1090.66,962.73,958.91,1018.5,1112.62,1047.6,931.94,957.57,972.73,1057.63,1264.44,1160.67,1087.9,1118.73,1215.8,1064.25,1142.1,1166.8,1158.6,1162.57,1030.6,983.4,1053.87,1017.12,1037.48,1121.2,1322.46,1239.83,1191.34,1122.47,1051.91,1101.96,1073.5,1112.38,1325.15,1212.11,1109.87,1424.07,1234.83,1200.68,1187.34,1327.53,1055.1,954.26,978.98,1032.78,1099.29,1116.88,1215.88,1093.72,1077.4
Alberta,Average weekly wage rate,Both full- and part-time employees,Utilities [22] ,Both sexes,15 to 24 years,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,457.92,438.18,x,336.32,283.07,250.22,x,x,x,462.99,482.01,x,x,x,x,x,x,x,x,631.48,681.16,668.43,667.9,x,755.75,632.83,663,713.08,x,x,x,x,605.56,x,x,x,x,x,789.96,x,x,x,x,x,609.22,664.66,625.55,x,x,x,x,486.46,x,x,x,682.43,x,690.32,x,x,x,833.43,786.56,733.81,793.73,735.26,722.11,628.27,712.77,690.5,691.39,x,524.83,x,x,937.99,906.5,768.29,908.4,971.82,663.28,764.54,749.97,791.62,811.33,752.45,757.63,794.81,832.27,x,1034.82,1088.16,720.76,893.37,848.18,698.53,x,x,x,x,x,x,x,1019.34,761.44,1229.27,1013.42,1057.99,x,x,1025.34,x,x,x,x,708.88,744.07,810.62,789.58,x,x,x,x,x,x,x,x,887.13,1018.34,x,x,x,x,x,x,x,x,x,726.05,912.59,855.71,1254.2,x,1142.52,1107.49,977.25,949.17,x,x,x,x,951.32,918.69,900.56,x,x,x,x,x,x
Alberta,Average weekly wage rate,Both full- and part-time employees,Construction [23] ,Both sexes,15 to 24 years,491.12,450.86,466.63,431.4,499.88,529.84,514.57,515.96,459.52,567.33,520.14,495,538.36,584.02,551.93,507.66,551.45,540.45,550.93,534.81,550.1,554.56,622.32,509.43,524.14,528.86,582.34,573.05,566.98,539.81,532.84,572.52,608.34,581.46,584.62,578.14,538.56,479.1,494.43,518.35,585.39,583.39,537.01,518.66,550.05,574.37,526.93,556.47,573.92,607.66,574.02,587.84,561.99,515.02,543.94,549.27,565.08,577.32,593.01,567.35,604.56,577.97,577.56,571.73,558.93,595.35,598.15,601.75,587.14,572,625.94,657.1,696.45,643.45,648.03,694.07,677.99,707.04,667.37,694.92,769.86,717.44,707.77,711.55,683.82,710.47,692.79,735.57,793.49,710.95,742.65,698.7,776.03,793.62,884.14,778.48,828.23,822.23,804.87,822.83,765.34,761.93,780.02,839.89,808.82,802.05,794.67,799.63,821.35,837.66,742.6,775.53,814.22,756.58,781.23,799.72,842.72,790.21,816.72,911.89,797.69,827.39,724.36,721.6,745.94,704.04,790.59,848.36,792.46,871.3,780.47,882.81,862.81,904.66,829.16,890.34,943.67,880.93,857.76,846.03,921.35,891.66,889.34,857.48,920.18,930.31,910.54,989.8,901.52,941.64,941.15,910.08,893.3,900.46,957.37,990.12,1038.7,946.02,844.25,834.8,771.63,820,884.31,920.27,884.37,970.5,924.23,923.63,972.5,1011.82,1014.01,1000.25,1056.16,940.84,970.23,910.61,984.83,931.3,914.25,885.44,935.37
Alberta,Average weekly wage rate,Both full- and part-time employees,Manufacturing [31-33] ,Both sexes,15 to 24 years,428.78,461.48,491.91,486.77,482.86,509.56,484.94,472.5,455.61,489.87,477.43,505.26,470.92,493.53,458.66,472.85,494.18,520.19,514.74,519.61,524.09,576.22,517.69,500.06,566.64,511.5,504.41,492.35,495.68,508.09,489.8,489.03,458.06,486.52,483.49,472.78,523.57,513.72,485.62,498.84,502.66,526.14,502.01,483.01,508.87,488.65,481.45,455.73,445.1,492.64,517.8,512.35,563.45,529.18,545.42,574.82,575.94,605.87,583.56,549.34,602.5,567.02,523.18,508.75,550.6,529.8,507.98,524.54,480.04,534.94,579.54,636.74,664.42,571.72,650.26,615.85,585.46,557.56,579.65,645.99,591.41,654.39,657.32,637.92,623.01,609.9,649.18,675.7,636.48,590.01,629.39,632.59,677.46,691.72,681.1,712.28,678.73,628.95,622.45,652.5,680.46,624.4,636.81,692.71,725.8,683.92,751.78,822.08,810.5,751.2,621.31,750.62,654.58,680.95,696.61,698.23,706.32,663.5,672.53,668.22,695.14,706.05,702.96,734.76,730.04,724.41,763.8,763,727.41,735.63,692.34,603.76,610.71,744.86,766.71,690.02,704.41,750.66,598.18,628.99,614.68,699.8,700.9,741.38,817.3,789.84,735.95,746.28,809.32,774.36,811.6,854.76,869.43,859.21,853.62,906.29,826.43,836.51,826.34,783.01,840.73,824.02,716.34,787.76,859.04,870.45,875.67,727.75,746.43,747.18,751.56,762.19,783.74,837.03,856.28,856.77,878.35,804.58,764.06,695.4,667.8
Alberta,Average weekly wage rate,Both full- and part-time employees,Trade [41 44-45] ,Both sexes,15 to 24 years,238.29,252.96,248.48,254.1,259.02,249,260.64,269.06,240.78,235.23,242.9,218.26,229.28,244.98,236.49,249.18,260.82,260.34,290.48,294.82,253.32,249.52,232.42,237.06,234.42,237.48,247.19,248.86,259.38,283.31,281.97,291.58,246.71,260.61,256.5,252.36,252.64,249.23,258.43,237.61,254.02,259.15,285.4,278.48,255.03,240.77,258.96,257.14,267.34,271.77,271.35,274.62,287.35,292,305.18,301.54,273.19,281.86,260.9,273.78,258.28,265.01,264.84,276.83,293.32,314.1,319.47,319.94,306.12,302.88,307.18,306.44,293.82,274.44,271.59,293.9,313.18,331.76,371.52,386.18,340.05,368.4,343.64,332.53,327.21,323.83,323.1,309.45,340.43,349.22,388.53,414.07,371.54,344.47,375.29,369.55,379.42,362.2,367.82,375.17,405.71,404.35,399.58,429.82,354.96,347.34,337.4,341.97,357.97,350.65,347.44,332,341.3,365.82,387.93,384.11,365.62,372.02,334.36,342.09,352.54,338.73,335.68,350.78,337.19,355.14,397.3,407.67,351.26,358.83,354.24,346.56,347.69,367.51,340.01,337.98,373.83,389.88,390.87,404.82,359.56,358.2,383.46,360.99,356.39,381.22,379.05,374.94,358.87,379.93,388.79,414.35,365.43,370.3,377.05,358.74,368.52,403.92,426.43,457.57,463.04,440.35,456.5,430.73,391.63,388,357.54,356.2,364.29,363.51,379.24,375.74,436.68,405.59,419.2,419.64,397.85,418.68,402.85,437.14,403.55
Alberta,Average weekly wage rate,Both full- and part-time employees,Transportation and warehousing [48-49] ,Both sexes,15 to 24 years,500.86,535.92,464.25,431.14,469.3,424.76,432.92,418.17,528.95,477.27,468.71,498.72,489.22,482.21,415.72,470.07,441.38,430.51,440.6,324.89,362.27,375.56,370.48,515.33,378.54,462.03,399.03,450.05,464.91,497.12,423.11,449.27,530.7,594.99,569.99,518.53,570.27,621.13,534.12,515.35,557.36,469.03,541.69,432.24,568.75,559.36,439.03,499.32,412.93,549.75,501.79,558.8,553.14,598,590.77,587.08,562.78,518.09,545.57,534.89,595.4,504.98,561.04,494.52,446.52,462.81,601.44,587.62,565.36,567.42,714.15,530.62,627.36,674.1,615.82,662.02,666.49,662.53,766.33,889.1,793.43,645.08,649.02,730.37,663.24,684.32,661.5,636.75,668.68,683.69,745.75,642.74,798.29,750.88,766.6,670.12,644.74,548.36,540.25,563,686,662,697.38,833.65,752.56,614.76,719.98,621.76,607.82,674.48,756.42,757.53,751.46,757.8,725.39,689.77,439.4,541.87,558.08,638.99,794.15,716.23,720.95,664.42,725,777.33,655.86,650.76,763.46,838.38,765.38,712.01,692.51,712.87,727.76,688.01,816.77,756.5,736.61,752.93,748.87,822.06,669.14,785.17,752.93,814.07,669.36,653.25,596.71,666.86,693.11,728.78,703.38,690.43,661.58,700.76,851.35,749.52,946.15,795.71,725.88,778.18,822.54,681.96,794.61,834.08,791.69,623.85,761.49,561.07,594.13,594.77,679.86,694.46,746.29,701.07,831.95,861.95,969.14,868.74,1010.26
Alberta,Average weekly wage rate,Both full- and part-time employees,"Finance, insurance, real estate and leasing [52-53] ",Both sexes,15 to 24 years,292.9,308.09,354.34,329.27,356.86,378.93,332.54,329.51,309.13,305.38,315.26,337.61,314.51,282.4,352.57,341.08,385.46,391.27,438.07,467.55,486.46,463.75,443.06,432.1,315.81,368.85,377.68,363.77,411.66,394.67,407.03,394.19,401.93,436.49,361.97,358.8,381.42,351.03,346.92,361.15,404.53,382.87,415.51,436.02,385.35,418.41,403.28,417.2,419.35,393.79,397.63,410.18,393.52,404.83,373.74,389.25,328.36,415.57,347.09,428.3,431.61,444.1,388.57,436.61,481.52,424.26,426.9,437.38,444.8,418.82,366.03,396.93,432.75,485.83,469.98,487.92,530.44,568.4,533.26,542.56,476.22,465.1,468.63,601.13,443.14,486.38,465.61,533.78,480.42,498.52,519.28,510.22,491.81,504.78,544.53,524.36,554.83,482.52,401.16,381.96,456,472.96,562.94,565.79,519.84,508.27,516.26,535.86,509.36,490.46,442.53,478.41,490.29,613.26,579.02,624.05,563.57,496.8,486.65,562.48,562.37,555.16,595.83,608.35,565.41,513.63,579.48,533.68,545.42,510.51,529.94,428.77,510.33,629.73,471.63,471.86,450.27,493,510.2,584.66,469.86,472.77,497.98,600.67,557.61,628.39,517.68,732.96,616.46,569.42,574.69,583.45,579.29,647.17,518.59,585.11,691.35,713.99,762.34,577.88,532.57,434.02,482.4,614.27,580.13,519.99,611.58,649.66,658.74,518.36,615.04,592.45,632.8,703.91,770.6,787.12,657.84,766.93,701.94,615.29,650.72
Alberta,Average weekly wage rate,Both full- and part-time employees,"Professional, scientific and technical services [54] ",Both sexes,15 to 24 years,485.24,492.23,504.99,417.65,447.38,413.07,443.14,452.09,416.07,437.68,385.32,420.57,463.38,430.09,441.69,385.65,436.43,466.56,547.55,568.66,480.06,524.48,450.86,387.55,437.12,452.82,432.81,513.77,574.66,527.54,523.42,507.98,453.28,496.32,505.56,508.85,546.69,523.72,515.26,505.24,555.85,529.47,467.99,477.85,439.21,469.44,456.74,493.34,477.22,511.52,413.16,484.16,488.05,368.37,407.54,387.32,452.97,457.69,445.9,331.63,440.68,442.92,484.33,578.61,589.26,524.52,524.08,528.98,440.11,467.47,495.63,555.63,557.35,534.63,568.13,618.84,588.84,584.17,604.83,580.01,669.9,622.93,567.41,628.59,538.8,610.16,569.55,604.68,659.61,675.4,691.16,708.18,705.4,705.16,702.45,715.17,671.41,677.88,666.97,738.02,688.89,756.34,704.2,700.41,729.12,702.33,626.65,710.9,705.14,721.44,653.95,644.7,695.04,747.97,665.11,630.82,546.14,720.75,684.97,642.18,575.25,659.75,584.38,691.22,716.73,659.27,680.02,810.22,686.96,546.59,568.66,599.8,564.39,701.48,689.07,677.37,693.56,670.26,703.34,719.47,739.57,770.96,770.41,819.98,861.52,843.87,841.71,874.65,920.64,955.5,991.8,866.53,996.32,878.68,832.48,834.99,921.72,887.52,791.24,737.22,735.78,722.18,725.37,859.02,981.76,977.16,853.34,854.33,862.86,812.38,757.04,761.87,722.08,821.95,740.01,605.48,645.48,658.13,765.59,906.04,953.47
