Geography,Wages (1),Type of work,North American Industry Classification System (NAICS) (4),Sex,Age group,Jan-00,Feb-00,Mar-00,Apr-00,May-00,Jun-00,Jul-00,Aug-00,Sep-00,Oct-00,Nov-00,Dec-00,Jan-01,Feb-01,Mar-01,Apr-01,May-01,Jun-01,Jul-01,Aug-01,Sep-01,Oct-01,Nov-01,Dec-01,Jan-02,Feb-02,Mar-02,Apr-02,May-02,Jun-02,Jul-02,Aug-02,Sep-02,Oct-02,Nov-02,Dec-02,Jan-03,Feb-03,Mar-03,Apr-03,May-03,Jun-03,Jul-03,Aug-03,Sep-03,Oct-03,Nov-03,Dec-03,Jan-04,Feb-04,Mar-04,Apr-04,May-04,Jun-04,Jul-04,Aug-04,Sep-04,Oct-04,Nov-04,Dec-04,Jan-05,Feb-05,Mar-05,Apr-05,May-05,Jun-05,Jul-05,Aug-05,Sep-05,Oct-05,Nov-05,Dec-05,Jan-06,Feb-06,Mar-06,Apr-06,May-06,Jun-06,Jul-06,Aug-06,Sep-06,Oct-06,Nov-06,Dec-06,Jan-07,Feb-07,Mar-07,Apr-07,May-07,Jun-07,Jul-07,Aug-07,Sep-07,Oct-07,Nov-07,Dec-07,Jan-08,Feb-08,Mar-08,Apr-08,May-08,Jun-08,Jul-08,Aug-08,Sep-08,Oct-08,Nov-08,Dec-08,Jan-09,Feb-09,Mar-09,Apr-09,May-09,Jun-09,Jul-09,Aug-09,Sep-09,Oct-09,Nov-09,Dec-09,Jan-10,Feb-10,Mar-10,Apr-10,May-10,Jun-10,Jul-10,Aug-10,Sep-10,Oct-10,Nov-10,Dec-10,Jan-11,Feb-11,Mar-11,Apr-11,May-11,Jun-11,Jul-11,Aug-11,Sep-11,Oct-11,Nov-11,Dec-11,Jan-12,Feb-12,Mar-12,Apr-12,May-12,Jun-12,Jul-12,Aug-12,Sep-12,Oct-12,Nov-12,Dec-12,Jan-13,Feb-13,Mar-13,Apr-13,May-13,Jun-13,Jul-13,Aug-13,Sep-13,Oct-13,Nov-13,Dec-13,Jan-14,Feb-14,Mar-14,Apr-14,May-14,Jun-14,Jul-14,Aug-14,Sep-14,Oct-14,Nov-14,Dec-14,Jan-15
Alberta,Average weekly wage rate,Both full- and part-time employees,"Business, building and other support services [55-56]  (6)",Both sexes,15 to 24 years,391.79,337.39,290.87,294.39,321.04,312.2,336.18,313.69,332.8,356.09,241,263.01,279.51,302.84,339.63,357.14,404.2,395.04,406.55,386.6,384.22,305.19,283.93,325.56,338.18,315.99,349.47,278.89,299.49,333.5,300.74,350.96,352.44,315.3,322.62,325.87,343.41,361.99,393.43,436.55,384.44,413.18,431.18,392.14,424.46,351,386.6,328.89,347.23,366.55,298.15,322.79,344.07,349.83,366.35,400.37,381.24,369.51,354.74,325.06,394.95,331.53,381.44,441.98,464.4,436.09,440.56,413.82,415.05,470.88,544,456.95,553.89,518.27,525.57,416.36,453.63,475.79,484.33,484.64,443.36,503.75,470.38,497.83,459.63,488.58,455.72,424.43,529.03,526.92,579.01,507.15,596.72,644.55,571.36,566.15,504.27,521.06,518.23,515.2,686.91,615.55,625.29,633.55,590.19,550.89,522.73,457.81,563.08,448.2,539,606.31,529.25,494.81,522.6,473.14,406.45,362.97,366.9,482.7,517.45,511.83,500.26,579.77,663.68,654.14,515.47,683.74,654.58,529.4,416.1,439.4,472.32,340.15,538.37,423.78,557,534.93,528.18,666.45,598.65,721.98,594.95,498.86,639.87,813.9,639.78,779.42,606.83,738.87,703.87,619.44,648,784.28,597.45,588.95,602.32,638.15,737.17,607.96,703.65,690.47,639.77,551.21,1170.95,609.2,636.46,612.37,573.65,522.19,478.48,451.92,459.23,529.56,494.08,549.42,707.2,726.93,740.74,839.69,835.77
Alberta,Average weekly wage rate,Both full- and part-time employees,Educational services [61] ,Both sexes,15 to 24 years,277.69,301.16,302.65,303.22,383.67,434.7,395.85,339.85,256.95,290.32,254.91,276.5,335.65,408.64,402.66,470.16,344.01,355.99,368.01,452.89,294.27,335.12,308.19,310.27,388.26,298.47,307.18,333.67,432.01,409.65,378.75,406.08,348.36,356.5,341.24,259.53,280.55,284.84,391.75,423.63,398.96,421.47,440.97,557.28,361.76,352.13,372.53,363.29,304.98,398.63,328.6,280.22,325.44,311.25,362.08,402.51,311.12,349.17,352.01,254.38,298.39,246.65,362.6,369.18,319.49,357.48,352.13,441.31,327.23,390.96,342.51,309.26,290.52,369.72,359.99,363.39,426.34,384.35,457.21,466.48,387.94,434.82,428.57,415.48,420.04,385.22,432.05,374.01,436.45,517.66,523.98,592.66,490.18,468.81,378.91,395.93,417.9,416.22,468.2,444.9,525.39,564.35,622.74,653.6,567.89,578.66,516.46,543.34,520.13,443.07,388.11,473.38,520.62,550.67,617.3,652.32,503.47,514.98,415.47,401.01,404.21,484.13,397.14,455.72,507.69,519.75,509.92,565.56,472.84,374.57,402.73,469.79,429.41,432.24,477.84,574.22,620.78,610.93,457.06,442.44,377.34,336.87,307.05,329.73,242.83,258.88,251.34,243.73,383.29,441.63,487.34,593.74,542.69,559.25,646,497.68,434.48,327.01,407.63,303.94,438.97,399.79,462.94,361.01,493.84,503.54,429.17,450.61,457.14,418.15,433.82,473.34,458.25,509.85,519.57,533.24,421.95,556.43,509.08,432.01,357.36
Alberta,Average weekly wage rate,Both full- and part-time employees,Health care and social assistance [62] ,Both sexes,15 to 24 years,336.92,326.04,302.7,296.37,281.1,294.73,324.25,350.83,324.23,373.28,364.61,400.34,462.13,436.68,352.18,369.47,335.46,381.95,391.19,366.52,356.62,305.82,318.85,330.02,309.41,345.32,364.82,405.44,408.32,425.91,404.53,399.04,399.96,364.24,377.97,397.63,363.06,345.71,363.09,408.71,445.35,420.37,424.29,418.12,389.84,340.35,307.09,352.44,341.93,341.34,340.28,314.63,370.47,435.78,401.58,423.23,426.71,405.54,387.3,395.73,388.66,399.33,384.59,419.63,427.67,535.05,458.54,503.98,524.95,408.06,507.93,496.52,510.11,535.68,416.36,431.08,524.56,504.74,475.56,456.37,458.78,454.93,407.61,347.23,383.91,417.45,413.89,475.38,515.15,482.58,552.93,567.32,559.02,485.34,531.82,536.28,557.89,528.55,488.92,536.9,633.56,550.63,515.03,515.04,502.93,499.48,548.65,576.96,576.06,521.71,466.37,534.81,539.6,583.15,603.11,591.36,621.04,502,536.23,521.14,520.19,546.35,475.34,534.58,517.42,459.05,577.33,588.27,524.04,501.15,486.35,477.93,493.9,560.84,610.4,648.71,606.71,609.53,525.09,610.75,569.13,541.37,530.13,532.34,520.5,529.82,552.55,524.81,493.01,545.34,661.65,654.4,575.67,610.7,628.68,735.49,715.27,657.65,671.45,770.9,774.86,692.24,680.79,633.03,549.6,516.23,663.72,696.75,711.49,672.19,798.01,677.88,698.06,732.52,697.41,696.73,703.11,722.23,636.23,758.27,766
Alberta,Average weekly wage rate,Both full- and part-time employees,"Information, culture and recreation [51 71] ",Both sexes,15 to 24 years,179.97,236.99,228.87,249,269.11,221.76,294.72,285.62,240.79,234.75,224.96,231.49,218.9,229.05,195.02,233.42,257.73,251.87,291.26,326.18,273.03,243.63,287.42,297.75,325.96,250.92,270.92,313.12,300.78,292.4,346.11,345.72,267.26,254.16,251.4,267.6,238.17,249.87,229.31,285.64,284.36,251.61,278.23,300.78,280.71,309.02,310.09,350.04,324.75,284.45,318.35,271.4,272.49,270.29,287.45,289.98,274.34,228.58,196.38,235.06,307.99,283.66,293.59,237.35,316.56,337.49,351.27,361.94,364.8,306.75,236.23,270.55,253.6,202.56,206.71,228.62,317.38,312.18,377.84,445.99,375.39,282.55,317.8,353.58,304.76,348.17,316.57,296.47,334.91,336.39,347.37,378.15,279.29,262.21,274.75,279.02,295.61,281.45,320.16,370.16,365.86,362.15,437.8,473.96,401.7,384.33,419.19,323.81,261.22,353.87,362.82,347.41,370.33,421.95,399.11,409.21,353.97,346.08,254.55,287.33,326.29,365.85,392.39,349.27,430.83,414.68,470.2,371.51,357.28,381.22,397.75,392.62,305.13,327.19,253.65,299.26,346.29,396.41,416.4,378.52,356.22,319.2,326.43,336.73,274.78,278.71,326.82,269.72,381.36,294.66,383.32,414.76,350.99,260.19,408.33,279.25,287.99,362.18,437.3,391.8,437.11,504.41,502.42,495.42,320.08,322.08,347.22,313.68,304.51,379.76,334.68,344.48,340.35,446.04,616.69,558.12,372.46,356.09,360.68,324.82,302.83
Alberta,Average weekly wage rate,Both full- and part-time employees,Accommodation and food services [72] ,Both sexes,15 to 24 years,176.89,178.9,178.67,190.04,216.38,234.55,245.67,250.24,205.79,221.19,229.81,212.83,204.7,189.89,196.03,199.7,222.39,227.39,237.16,249.75,224.75,223.2,217.02,205.68,197.3,193.88,187.66,186.41,221.34,238.68,263.7,243.02,222.63,215.72,202.95,209.56,194.68,196.22,190.93,206.56,212.75,220.15,237.13,248.88,198.55,197.67,193.31,201.2,202.24,195.91,209.76,226.48,219.75,245.43,270.94,277.27,236.16,220.52,209.06,205.53,206.56,211.3,211.45,216.57,240.45,256.68,279.5,285.53,257.14,267.48,262.55,231.96,259.07,256.33,253.21,248.27,276.82,272.46,305.74,320.09,299.04,262.12,266.53,277.07,295.21,269.92,258.57,263.23,304.24,317.8,330.95,344.9,308.72,310.54,268.3,279.1,269.59,296.98,284.41,307.29,312.6,333.96,369.8,354.38,304.34,298.39,293.01,292.13,269.96,278.43,277.84,298.34,307.43,310.09,337.78,339.77,337.82,350.1,311.67,313.16,296.64,255.21,285.4,276.78,288.09,341.37,337.52,324.28,308.46,288.44,298.74,301.48,268.11,269.39,264.54,300.84,310.6,334.97,351.98,353.96,318.81,300.78,341.69,322.53,307.46,296.52,322.1,304.46,332.22,323.22,351.41,371.28,340.96,337.47,344.59,357.39,336.86,327.45,308.09,325.02,327.89,312.95,352.34,346.05,333.44,333.06,329.58,317,326.61,289.69,314.46,299.59,331.49,310.43,358.19,332.78,308.21,300.06,292.71,307.81,309.23
Alberta,Average weekly wage rate,Both full- and part-time employees,Other services [81] ,Both sexes,15 to 24 years,338.21,292.88,342.4,371.42,347.58,332.69,336.2,302.32,325.69,300.37,405.5,306.69,369.15,336.07,301.48,349.12,371.05,419.98,422.32,396.74,350.17,330.26,379.44,367.17,418.32,353.41,325.17,338.92,390.6,340.37,334,364.64,372.3,367.13,362.16,385.97,387.68,355.83,391.51,386.23,399.73,367.57,366.27,419.26,294.26,329.38,324.92,302.34,298.59,350.69,370.71,323.46,302.33,360.09,376.81,367.9,370.08,369.91,405.5,386.18,443.95,379.51,386.28,368.72,350.45,385.37,376.83,360.82,328.54,348.78,369.55,298.67,381.2,382.46,359.92,306.69,406.2,509.14,543.02,526.86,521.05,463.55,485.89,480.57,484.89,493.48,496.05,519.86,422.7,507.36,546.97,532.76,543.02,550.61,569.74,489.45,471.7,543.69,560.87,577.89,582.29,603.25,626.67,678.89,666.55,539.95,523.96,513.06,605.38,504.64,635.11,519.8,476.8,478.2,551.47,560.37,641.83,610.32,620.51,575.17,601.07,507.16,522.67,504.9,544.35,471.9,534.12,541.41,462.09,516.18,438.49,454.25,396.3,416.31,478.7,490.37,549.96,794.74,668.28,703.73,643.8,731.84,546.3,465.33,588.8,584.54,580.45,420.22,585.25,529.92,539.71,533.5,574.71,545.69,579.73,540.17,458.2,595.21,586.5,608.91,583.95,489.91,418.08,449.82,472.53,437.38,428.37,498.6,487.36,537.83,478.12,599.67,621.72,629.39,680.37,672.78,584.7,536.96,621.58,593.45,665.13
Alberta,Average weekly wage rate,Both full- and part-time employees,Public administration [91] ,Both sexes,15 to 24 years,476.19,369.36,415.34,384.58,388.76,344.37,338.41,362.93,386.09,413.44,339.23,340.64,377.71,233.56,187.49,306.05,412.77,430.09,446.2,431.52,363.19,464.21,547.6,522.23,499.83,535.59,553.08,523.02,475.83,468.05,456.84,409.88,501.32,421.79,344.01,359.95,459.79,491.42,577.17,604.27,481.21,493.51,460.66,439.16,437.8,408.14,437.49,392.98,372.08,384.85,435.13,424.16,499.69,544.39,523.92,512.77,626.66,478.05,618.47,x,x,x,652.05,499.67,479.71,465.12,419.58,372.27,344.82,520.69,398.92,522.71,574.09,591.67,714.6,732.73,590.5,618.46,573.95,598.19,671.82,509.69,431.66,387.04,415.64,346.49,571.67,577.47,660.09,587.21,541.71,565.37,552.01,720.95,744.11,646.21,782.53,667.82,765.93,786.53,701.26,761.26,690.01,679.81,820.76,697.7,673.08,829.31,686.06,800.73,677.76,562.41,609.64,703.74,681.44,717.36,625.01,676.06,710.34,741.29,688.76,824.78,697.6,691.56,763.33,714.5,661.14,622.73,592.35,656.73,634.81,627.95,592.27,793.98,645.28,579.02,604.79,704.95,602.03,646.98,651.79,678.73,679.53,606.14,695.14,692.65,658.87,594.47,597.02,678.97,614.51,654.11,793.88,735.46,871.16,735.21,821.87,886.76,739.81,456.34,693.2,663.14,680.26,682.66,790.7,829.6,808.79,830.44,787.5,710.01,633.24,633.72,778.97,683.81,736.83,703.07,656.95,484,343.95,370.54,473.4
British Columbia,Average weekly wage rate,Both full- and part-time employees,Agriculture [111-112 1100 1151-1152]  (11),Both sexes,15 to 24 years,208.14,149.18,283.17,460.31,345.41,413.56,316.31,378.71,293.91,216.34,290.22,393.69,344.82,331.15,328.32,372.59,339.3,415.76,295.59,390.12,397.1,370.59,345.48,358.8,505.86,434.79,235.45,223.32,356.26,311.14,384.83,403.56,364.28,310.67,310.8,330.45,200.73,341.76,396.69,337.74,312.9,353.43,300.35,418.27,384.21,311.7,234.48,280.34,207.63,448.98,456.9,459.78,491.26,538.64,483.2,376.57,315.31,273.11,280.55,354,489.38,501.03,521.11,420.21,370.64,352.31,392.93,364.12,303.81,373.92,468.65,309.88,295.82,253.99,294.36,317.96,452.81,407.92,435.02,319.56,269.22,259.67,331.41,356.05,299.38,351.67,306.68,472.29,496.76,380.61,426.98,451.67,301.39,314.79,266.51,272.87,336.28,300.5,538.31,210.94,218.14,207.77,226.64,256.32,212.01,240.96,212.27,404.51,378.34,238.49,344.47,337.08,335.69,400.38,401.29,449.4,481.93,427.1,359.63,354.92,258.23,302.46,392.82,340.13,319.51,414.05,307.93,404.51,328.76,396.04,479.72,509.78,448.62,401.98,396.22,x,292.58,x,x,475.41,398.67,421.84,376.15,291.94,386.21,552.5,322.46,407.7,241.16,347.63,339.34,396.6,455.93,382.49,401.65,358.29,268.41,242.35,144.87,235.15,333.85,362.61,449.54,447.54,383.18,365.16,x,442.22,462.5,365.17,514.04,635.45,706.72,678.95,627.58,708.98,670.32,382.05,x,397.85,512.7
British Columbia,Average weekly wage rate,Both full- and part-time employees,"Forestry, fishing, mining, quarrying, oil and gas [21 113-114 1153 2100]  (12,13)",Both sexes,15 to 24 years,461.01,538.92,584.83,671.54,620.19,656.13,665.39,709.12,554.83,482.06,613.58,721.06,695.21,741.33,766.57,449.46,530.83,618.11,497.55,523.92,526.78,499.94,579.68,913.27,965.56,823.86,656.98,603.72,648.12,736.19,539.24,633.52,866.08,836.4,929.72,881.48,907.03,538.5,872.18,685.62,746.94,600.45,610.01,514.94,411.39,603.95,482.58,534,619.24,611.18,771.65,336.43,503.11,617.22,630.52,701.4,711.28,673.24,779.65,492.57,587.6,618.66,948.19,792.24,769.2,702.6,933.18,763.03,1071.39,927.3,x,x,636.36,499.58,840.01,801.32,668.13,897.56,767.88,642.65,913.17,870.73,901.47,873.54,847.51,743.25,814.79,840.32,648.77,814.14,755.23,844.23,898.39,583.77,469.16,560.46,406.28,610.74,1023.93,1111.31,835.23,944.77,943.75,885.35,825.67,867.14,1180.23,1038.39,701.58,874.28,960.15,940.96,787.15,787.94,632.77,980.44,1247.04,1249.83,1274.91,1023.16,1015.82,993.54,1400.44,943.84,959.17,720.46,735.33,775.9,781.89,1031.91,883.38,1104.91,1266.08,1145.55,1122.15,920.06,678.67,812.58,819.99,714.33,634.88,794.28,1035.23,1132.99,1194.47,1146.78,950.37,959.99,728.99,802.55,900.36,926.28,880.73,1025.94,940.99,953.6,1034.57,1153.61,1187.41,1153.23,748.53,786.62,956.36,892.43,717.93,902.69,914.76,786.41,924.67,1308.52,1618.82,1422.32,1202.35,1198.78,961.55,761.15,887.79,886.87,790.08,888.48,617.08
British Columbia,Average weekly wage rate,Both full- and part-time employees,Utilities [22] ,Both sexes,15 to 24 years,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,687.84,x,x,x,x,x,x,779.41,782.43,709.78,835.75,723.87,x,x,x,x,x,x,x,x,x,x,x,x,457.35,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,1188.58,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,474.2,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
British Columbia,Average weekly wage rate,Both full- and part-time employees,Construction [23] ,Both sexes,15 to 24 years,589,477.71,451.21,487.55,483.09,453.3,494.33,469.77,468.59,511.02,473.78,535.84,484.9,528.37,483.77,455.46,471,444.89,482.69,401.17,522.72,431.41,486.24,482.27,481.2,422.49,490.9,486.43,525.25,549.73,533.66,488.38,541.34,505.88,475.71,468.87,411.95,446.62,448.58,489.73,557.42,614.63,564.81,584.65,563.54,559.15,488.06,460.6,437.69,480.3,477.17,536.11,507.17,520.82,531.24,531.81,546.13,519.02,552.54,504.08,535.26,557.01,577.03,582.48,570.88,528.46,495.8,502.15,492.24,526.24,532.42,487.63,533.46,562.05,576.79,577.58,554.44,539.58,526.01,596.87,596.31,612.94,567.69,639.5,653.58,663.13,634.49,603.95,625.4,580.6,589.39,575.19,655.15,667.53,717.12,665.52,641.83,611.25,630.86,634.19,641.89,656.06,647.42,611.77,612.69,661.36,703.37,716.61,789.76,721.15,788.69,661.73,703.59,683.28,664.56,692.83,653.81,647.74,622.87,672.02,691.61,665.37,771.44,658.01,746.37,812.54,732.04,707.13,705.73,755.59,724.02,716.98,754.12,712.17,680.1,707.06,656.69,707.06,649.31,663.28,689.71,695.31,789.9,768.14,643.82,657.31,678.82,659.42,724.66,718.19,658.72,719.82,710.83,713.68,745.33,759.66,784.67,687.47,666.96,679.57,698.58,701.83,719,657.86,745.95,702.1,796.52,758.45,809.81,731.54,839.71,835.34,803.2,771.99,728.71,777.35,1007.74,764.83,783.17,762.31,757.41
British Columbia,Average weekly wage rate,Both full- and part-time employees,Manufacturing [31-33] ,Both sexes,15 to 24 years,429.16,453.81,493.38,500.96,501.38,501.24,470.45,492.24,502.31,514.64,551.52,504.75,545.04,538.95,497.06,553.69,520.57,490.56,422.17,388.06,387.94,404.78,419.61,484.53,475.78,507.49,523.17,453.06,456.44,435.18,405.53,403.95,403.46,446.52,462.44,451.3,477.66,475.69,492.93,494.25,495.41,516.17,505.88,509.43,508.51,477.54,433.95,476.29,493.62,430.69,431.48,431.32,421.99,441.04,426.02,436.19,498.85,529.22,551.21,513.71,501.49,480.55,468,504.86,555.02,601.74,596.69,614.68,515.79,541.51,539.49,487.34,441.13,530.86,502.62,459.6,522.45,529.12,500.26,520.99,536.35,455.3,453.51,467.51,508,500.18,541.49,553,593.31,561.63,596.8,629.48,608.03,540.93,488.77,532,538.69,520.87,535.38,557.73,612.01,616.13,568.9,655.71,592.18,603.98,538.18,566.71,621.55,593.72,586.04,542.84,586.85,558.63,591.41,586.22,577.86,642.97,656.99,730.99,664.83,689.04,621.39,572.75,604.51,613.85,530.67,503.63,523.47,578.9,537.44,557.3,587.32,571.13,536.58,555.53,601.6,619.54,592.11,552.63,610.7,603.42,503.8,490.59,507.67,550.27,463.37,500.7,565.47,576.66,572.4,610.15,545.34,552.63,569.84,589.96,611.93,575.95,536.12,538.16,550.27,571.93,608.07,610.03,504.97,698.67,607.3,643.21,525.39,575.7,590.18,627.01,628.88,683.27,669.45,667.58,749.68,708.18,676.02,625.18,697.18
British Columbia,Average weekly wage rate,Both full- and part-time employees,Trade [41 44-45] ,Both sexes,15 to 24 years,226.14,221.61,228.91,224.35,233.91,259.97,258.2,259.56,234.1,231.48,233.22,210.42,215.3,231.86,232.94,226.67,235.64,253.82,255.65,253.95,225.93,238.88,218.69,225.09,232.37,230.71,246.99,246.1,246.32,245.27,261.08,276.47,247.49,229.32,228.37,223.18,228.35,244.9,254.62,250.13,265.54,269.11,270.67,262.02,239.53,247.76,248.25,257.71,240.46,255.66,273.22,253.92,252.9,270.72,267.4,279.23,240.51,245.75,245.45,248.85,251.03,224.84,236.29,262.47,269.57,263.52,288.23,290.83,277.67,259.68,256.1,246.96,253.89,260.92,274.26,293.24,305.61,302.3,346.44,318.13,279.17,280.3,299.37,300.69,298.73,281.86,280.54,309.4,304.61,309.73,329.27,325.49,286.03,290.76,278.26,273.84,274.41,274.74,271.66,264.28,278.74,271.39,315.93,326.69,317.61,304.44,302.29,279.57,249.07,245.67,238.19,246.51,263.94,289.95,298.28,313.56,287.61,339.23,299.05,297.52,287.21,287.63,258.88,263.3,284.51,271.56,286.34,318.24,297.85,271.57,275.92,303.04,292.87,293.37,281.98,277.84,300.58,299.23,308.84,330.39,299.94,294.46,294.21,292.07,263.25,277.39,277.75,277.69,292.92,297.56,330.12,328.54,287.01,308.24,311.94,319.02,316.17,334.78,325.16,328.33,312.4,304.91,350.29,347.21,323.94,362.71,357.7,342.05,297.93,292.62,291.95,322.79,309.3,314.37,332.21,344.6,322.94,288.97,301.22,297.6,307.19
British Columbia,Average weekly wage rate,Both full- and part-time employees,Transportation and warehousing [48-49] ,Both sexes,15 to 24 years,392.76,498.99,497.8,445.91,438.09,492.13,494.66,400.69,363.57,421.17,441.77,456.57,440.04,454.8,667.41,523.68,524.33,471.04,450.14,399.86,387.15,420.07,502.33,470.65,515.58,498.84,534.1,421.62,382.48,346.51,411.98,411.36,532.14,430.31,375.6,360.92,391.85,642.21,559.33,503.94,563.19,514.37,501.97,514.99,537.2,433.66,425.02,475.03,424.9,437.25,454.69,434.63,392.81,424.52,445.86,426.62,443.18,402.38,388.24,360.15,341.49,317.81,339.1,353.41,355.74,430.15,447.42,511.8,483.19,505.27,451.42,514.29,528.21,450.29,426.59,414.81,432.16,341.71,448.78,566.17,502.2,460.05,502.4,477.46,471.67,482.74,456.26,399.35,414.13,469.84,507.65,551.22,499.23,512.23,405.87,487.82,558.86,487.81,542.7,589.6,485.28,463.13,466.38,526.63,466.24,554.93,562.37,566.41,674.14,625.04,634.37,717.95,633.8,579.39,574.67,445.05,443.37,511.45,534.34,509.08,457.65,605.81,462.4,402.61,554.85,535.61,525.06,604.82,620.13,545.81,533.57,489.3,652.62,827.75,654.56,567.59,644.09,565.75,536.43,473.82,442.64,446.79,551.59,525.08,506.93,450.72,473.02,405.21,469.47,454.71,448.28,452,430.02,584.44,685.87,443.55,453.58,683.54,721.95,495.66,572.72,588.54,629.93,793.47,741.67,522.04,624.52,583.4,504.95,508.15,546.87,547.35,507.47,606.87,530,555.3,576.92,478.88,476.67,585.04,525.28
British Columbia,Average weekly wage rate,Both full- and part-time employees,"Finance, insurance, real estate and leasing [52-53] ",Both sexes,15 to 24 years,387.34,305.93,302.34,338.36,302.56,337.66,328.12,314.11,307.98,283.82,327.82,358.82,388.14,318.99,294.06,270.18,284.95,328.88,338.14,344.61,341.2,363.21,335.4,344.58,306.54,319.54,310.08,341.26,327.01,348.33,356.46,338.05,333.98,376.06,343.87,329.97,363.15,304.59,362.32,305.54,359.48,383.65,348,408.61,417.35,439.11,389.23,351.6,335.63,334.9,398.52,344.41,405.16,404.16,388.29,347.25,376.2,387.63,299.88,334.47,335.89,347.01,333,346.89,376.5,358.56,393.75,374.1,365.78,374.57,336.33,291.42,390.51,385.84,364.73,394.57,356.28,395.18,363.91,359.98,386.07,399.97,432.79,377.82,308.07,287.84,316.72,387.27,444.35,436.51,447.01,445.86,396.05,448.83,439.15,395.6,414.49,431.74,417.4,393.74,502.85,427.65,486.56,521.16,500.47,541.03,528.79,540.56,621.37,598.78,551.47,582.34,485.42,475.48,487.96,436.64,390.86,295.91,361.14,405.92,427.61,435.13,492.85,469.43,418.09,446.58,552.01,463.56,426.3,384.33,395.53,413.83,478.05,436.87,470.22,499.44,441.2,526.83,508.03,432.12,428.11,416.92,401.15,416.57,403.84,596.31,543.6,433.98,584.85,645.06,460.72,435.01,442.26,391.38,344.78,455.08,563.26,614.76,489.03,538.98,521.22,522.18,460.92,582.15,567.39,475.57,564.88,393.64,516.04,489.88,436.34,435.62,496.71,509.31,530.3,497.78,519.92,558.97,486.1,560.95,577.04
British Columbia,Average weekly wage rate,Both full- and part-time employees,"Professional, scientific and technical services [54] ",Both sexes,15 to 24 years,446.5,444,408.59,397.96,421.6,458.97,469.64,530.93,531.14,463.03,422.27,426.51,438.54,493.97,488.23,564.67,607.48,592.49,499.26,504.08,443.51,418.39,446.07,351.99,425.72,404.76,375.39,437.11,445.85,434.63,419.97,412.61,451.28,489.9,414.74,441.19,453.48,466.26,460.15,412.17,489.76,427.84,443.25,440.71,369.26,421.95,356.66,451.02,387.42,396.04,461.3,478.9,539.07,502.9,515.26,462.89,487.74,476.24,440.01,411.17,413.66,525.97,507.74,556.93,557.29,490.84,480.15,484.65,557.97,526.76,528.35,622.6,593.42,574.13,532.97,507.55,483.81,496.89,542.97,576.6,564.49,515.08,559.14,552.6,534.78,572.6,597.28,506.72,538.48,542.73,626.41,579.43,485.09,437.3,502.35,389.01,455.87,550.3,518.67,537.2,527.09,579.53,554.13,503.18,547.03,558.29,685.72,613.47,598.82,483.14,546.89,544.41,580.03,532.41,643.18,517.52,485.36,397.48,430.29,492.74,449.18,575.09,571.81,553.32,569.6,674.61,435.16,651.58,730.06,706.83,708.36,782.18,630.36,605.61,536.29,532.93,601.05,586.72,582.04,649.38,664.58,681.4,560.85,587.03,573.01,557,469.9,426.93,468.56,520.65,606.61,623.71,557.1,450.84,669.34,670.22,620.05,691.09,668.99,658.19,676.66,713.34,734.62,589.01,542,573.98,724.24,768.18,672.55,696.66,558.15,581.14,784.01,660.26,668.09,751.88,628.69,628.3,568.01,643.12,632.39
British Columbia,Average weekly wage rate,Both full- and part-time employees,"Business, building and other support services [55-56]  (6)",Both sexes,15 to 24 years,293.41,295.02,315.17,307.33,356.96,307.75,258.29,316.44,330.98,297.96,276.33,302.57,333.62,322.54,315.69,359.45,414.85,348.55,359.52,450.7,412.93,384.08,406.21,387.94,436.02,348.17,277.62,361.45,363.96,369.61,358.6,322.28,284.25,267.24,252.88,250.09,284.19,272.83,347.54,331.45,341.01,328.2,341.27,362.5,343.81,331.03,369.7,337.17,350.6,452.65,426.4,306.57,299.33,376.1,366.93,296.42,425.5,439.52,341.38,331.47,423.07,367.93,373.27,371.83,344.72,352.26,334.02,381.11,376.07,361.18,421.92,386.48,367.01,374.52,394.59,351.36,372.45,401.02,477.68,517.17,457.89,446.62,432.05,409.44,347.29,380.46,365.08,432.7,457.65,392.11,415.73,419.62,459.73,497.25,422.16,413.78,404.75,414.92,390.92,429.34,441.9,418.88,436.47,443.04,394.54,425.02,438.99,364.18,331.88,343.75,360.54,462.81,472.1,443.42,456.94,377.15,407.18,479.69,487.78,376.04,414.04,546.92,397.95,438.21,470.91,645.71,547.18,522.41,529.82,531.42,432.17,423.03,394.43,408.9,434.67,460.93,442.6,451.37,421.1,466.22,398.23,412.54,413.05,436.79,456.84,522.74,453.7,429.88,487.16,472.67,446.87,463.27,408.89,420.25,392.25,486.58,619.08,512.06,519.73,549.57,420.81,483,539.85,510.08,489.91,554.21,673.32,348.92,464.88,495.77,448.93,401.06,376,421.78,469.4,516.47,396.02,467.8,417.96,468.6,447.76
